,country,year,life_expectancy
47859,Barbados,1861,
47860,Belarus,1861,
47861,Belgium,1861,
47862,Belize,1861,
47863,Benin,1861,
47864,Bermuda,1861,
47865,Bhutan,1861,
47866,Bolivia,1861,
47867,Bosnia and Herzegovina,1861,
47868,Botswana,1861,
47869,Brazil,1861,
47870,British Virgin Islands,1861,
47871,Brunei,1861,
47872,Bulgaria,1861,
47873,Burkina Faso,1861,
47874,Burundi,1861,
47875,Cambodia,1861,
47876,Cameroon,1861,
47877,Canada,1861,
47878,Cape Verde,1861,
47879,Cayman Islands,1861,
47880,Central African Republic,1861,
47881,Chad,1861,
47882,Channel Islands,1861,
47883,Chile,1861,
47884,China,1861,
47885,Christmas Island,1861,
47886,Cocos Island,1861,
47887,Colombia,1861,
47888,Comoros,1861,
47889,"Congo, Dem. Rep.",1861,
47890,"Congo, Rep.",1861,
47891,Cook Is,1861,
47892,Costa Rica,1861,
47893,Cote d'Ivoire,1861,
47894,Croatia,1861,
47895,Cuba,1861,
47896,Cyprus,1861,
47897,Czech Republic,1861,
47898,Czechoslovakia,1861,
47899,Denmark,1861,
47900,Djibouti,1861,
47901,Dominica,1861,
47902,Dominican Republic,1861,
47903,East Germany,1861,
47904,Ecuador,1861,
47905,Egypt,1861,
47906,El Salvador,1861,
47907,Equatorial Guinea,1861,
47908,Eritrea,1861,
47909,Eritrea and Ethiopia,1861,
47910,Estonia,1861,
47911,Ethiopia,1861,
47912,Faeroe Islands,1861,
47913,Falkland Is (Malvinas),1861,
47914,Fiji,1861,
47915,Finland,1861,
47916,France,1861,
47917,French Guiana,1861,
47918,French Polynesia,1861,
47919,Gabon,1861,
47920,Gambia,1861,
47921,Georgia,1861,
47922,Germany,1861,
47923,Ghana,1861,
47924,Gibraltar,1861,
47925,Greece,1861,
47926,Greenland,1861,
47927,Grenada,1861,
47928,Guadeloupe,1861,
47929,Guam,1861,
47930,Guatemala,1861,
47931,Guernsey,1861,
47932,Guinea,1861,
47933,Guinea-Bissau,1861,
47934,Guyana,1861,
47935,Haiti,1861,
47936,Holy See,1861,
47937,Honduras,1861,
47938,"Hong Kong, China",1861,
47939,Hungary,1861,
47940,Iceland,1861,
47941,India,1861,
47942,Indonesia,1861,
47943,Iran,1861,
47944,Iraq,1861,
47945,Ireland,1861,
47946,Isle of Man,1861,
47947,Israel,1861,
47948,Italy,1861,
47949,Jamaica,1861,
47950,Japan,1861,
47951,Jersey,1861,
47952,Jordan,1861,
47953,Kazakhstan,1861,
47954,Kenya,1861,
47955,Kiribati,1861,
47956,North Korea,1861,
47957,South Korea,1861,
47958,"United Korea (former)
",1861,
47959,Kosovo,1861,
47960,Kuwait,1861,
47961,Kyrgyz Republic,1861,
47962,Lao,1861,
47963,Latvia,1861,
47964,Lebanon,1861,
47965,Lesotho,1861,
47966,Liberia,1861,
47967,Libya,1861,
47968,Liechtenstein,1861,
47969,Lithuania,1861,
47970,Luxembourg,1861,
47971,"Macao, China",1861,
47972,"Macedonia, FYR",1861,
47973,Madagascar,1861,
47974,Malawi,1861,
47975,Malaysia,1861,
47976,Maldives,1861,
47977,Mali,1861,
47978,Malta,1861,
47979,Marshall Islands,1861,
47980,Martinique,1861,
47981,Mauritania,1861,
47982,Mauritius,1861,
47983,Mayotte,1861,
47984,Mexico,1861,
47985,"Micronesia, Fed. Sts.",1861,
47986,Moldova,1861,
47987,Monaco,1861,
47988,Mongolia,1861,
47989,Montenegro,1861,
47990,Montserrat,1861,
47991,Morocco,1861,
47992,Mozambique,1861,
47993,Myanmar,1861,
47994,Namibia,1861,
47995,Nauru,1861,
47996,Nepal,1861,
47997,Netherlands,1861,
47998,Netherlands Antilles,1861,
47999,New Caledonia,1861,
48000,New Zealand,1861,
48001,Ngorno-Karabakh,1861,
48002,Nicaragua,1861,
48003,Niger,1861,
48004,Nigeria,1861,
48005,Niue,1861,
48006,Norfolk Island,1861,
48007,Northern Cyprus,1861,
48008,Northern Mariana Islands,1861,
48009,Norway,1861,
48010,Oman,1861,
48011,Pakistan,1861,
48012,Palau,1861,
48013,Panama,1861,
48014,Papua New Guinea,1861,
48015,Paraguay,1861,
48016,Peru,1861,
48017,Philippines,1861,
48018,Pitcairn,1861,
48019,Poland,1861,
48020,Portugal,1861,
48021,Puerto Rico,1861,
48022,Qatar,1861,
48023,Reunion,1861,
48024,Romania,1861,
48025,Russia,1861,
48026,Rwanda,1861,
48027,St. Barthélemy,1861,
48028,St. Helena,1861,
48029,St. Kitts and Nevis,1861,
48030,St. Lucia,1861,
48031,St. Martin,1861,
48032,St. Vincent and the Grenadines,1861,
48033,St.-Pierre-et-Miquelon,1861,
48034,Samoa,1861,
48035,San Marino,1861,
48036,Sao Tome and Principe,1861,
48037,Saudi Arabia,1861,
48038,Senegal,1861,
48039,Serbia,1861,
48040,Serbia and Montenegro,1861,
48041,Serbia excluding Kosovo,1861,
48042,Seychelles,1861,
48043,Sierra Leone,1861,
48044,Singapore,1861,
48045,Slovak Republic,1861,
48046,Slovenia,1861,
48047,Solomon Islands,1861,
48048,Somalia,1861,
48049,Somaliland,1861,
48050,South Africa,1861,
48051,South Ossetia,1861,
48052,Spain,1861,
48053,Sri Lanka,1861,
48054,Sudan,1861,
48055,Suriname,1861,
48056,Svalbard,1861,
48057,Swaziland,1861,
48058,Sweden,1861,
48059,Switzerland,1861,
48060,Syria,1861,
48061,Taiwan,1861,
48062,Tajikistan,1861,
48063,Tanzania,1861,
48064,Thailand,1861,
48065,Timor-Leste,1861,
48066,Togo,1861,
48067,Tokelau,1861,
48068,Tonga,1861,
48069,Transnistria,1861,
48070,Trinidad and Tobago,1861,
48071,Tunisia,1861,
48072,Turkey,1861,
48073,Turkmenistan,1861,
48074,Turks and Caicos Islands,1861,
48075,Tuvalu,1861,
48076,Uganda,1861,
48077,Ukraine,1861,
48078,United Arab Emirates,1861,
48079,United Kingdom,1861,
48080,United States,1861,
48081,Uruguay,1861,
48082,USSR,1861,
48083,Uzbekistan,1861,
48084,Wallis et Futuna,1861,
48085,Vanuatu,1861,
48086,Venezuela,1861,
48087,West Bank and Gaza,1861,
48088,West Germany,1861,
48089,Western Sahara,1861,
48090,Vietnam,1861,
48091,Virgin Islands (U.S.),1861,
48092,North Yemen (former),1861,
48093,South Yemen (former),1861,
48094,Yemen,1861,
48095,Yugoslavia,1861,
48096,Zambia,1861,
48097,Zimbabwe,1861,
48098,Åland,1861,
48099,South Sudan,1861,
48100,Abkhazia,1861,
48101,Afghanistan,1861,
48102,Akrotiri and Dhekelia,1861,
48103,Albania,1861,
48104,Algeria,1861,
48105,American Samoa,1861,
48106,Andorra,1861,
48107,Angola,1861,
48108,Anguilla,1861,
48109,Antigua and Barbuda,1861,
48110,Argentina,1861,
48111,Armenia,1861,
48112,Aruba,1861,
48113,Australia,1861,
48114,Austria,1861,
48115,Azerbaijan,1861,
48116,Bahamas,1861,
48117,Bahrain,1861,
48118,Bangladesh,1861,
48119,Barbados,1861,
48120,Belarus,1861,
48121,Belgium,1861,
48122,Belize,1861,
48123,Benin,1861,
48124,Bermuda,1861,
48125,Bhutan,1861,
48126,Bolivia,1861,
48127,Bosnia and Herzegovina,1861,
48128,Botswana,1861,
48129,Brazil,1861,
48130,British Virgin Islands,1861,
48131,Brunei,1861,
48132,Bulgaria,1861,
48133,Burkina Faso,1861,
48134,Burundi,1861,
48135,Cambodia,1861,
48136,Cameroon,1861,
48137,Canada,1861,
48138,Cape Verde,1861,
48139,Cayman Islands,1861,
48140,Central African Republic,1861,
48141,Chad,1861,
48142,Channel Islands,1861,
48143,Chile,1861,
48144,China,1861,
48145,Christmas Island,1861,
48146,Cocos Island,1861,
48147,Colombia,1861,
48148,Comoros,1861,
48149,"Congo, Dem. Rep.",1861,
48150,"Congo, Rep.",1861,
48151,Cook Is,1861,
48152,Costa Rica,1861,
48153,Cote d'Ivoire,1861,
48154,Croatia,1861,
48155,Cuba,1861,
48156,Cyprus,1861,
48157,Czech Republic,1861,
48158,Czechoslovakia,1861,
48159,Denmark,1861,
48160,Djibouti,1861,
48161,Dominica,1861,
48162,Dominican Republic,1861,
48163,East Germany,1861,
48164,Ecuador,1861,
48165,Egypt,1861,
48166,El Salvador,1861,
48167,Equatorial Guinea,1861,
48168,Eritrea,1861,
48169,Eritrea and Ethiopia,1861,
48170,Estonia,1861,
48171,Ethiopia,1861,
48172,Faeroe Islands,1861,
48173,Falkland Is (Malvinas),1861,
48174,Fiji,1861,
48175,Finland,1861,
48176,France,1861,
48177,French Guiana,1861,
48178,French Polynesia,1861,
48179,Gabon,1861,
48180,Gambia,1861,
48181,Georgia,1861,
48182,Germany,1861,
48183,Ghana,1861,
48184,Gibraltar,1861,
48185,Greece,1861,
48186,Greenland,1861,
48187,Grenada,1861,
48188,Guadeloupe,1861,
48189,Guam,1861,
48190,Guatemala,1861,
48191,Guernsey,1861,
48192,Guinea,1861,
48193,Guinea-Bissau,1861,
48194,Guyana,1861,
48195,Haiti,1861,
48196,Holy See,1861,
48197,Honduras,1861,
48198,"Hong Kong, China",1861,
48199,Hungary,1861,
48200,Iceland,1861,
48201,India,1861,
48202,Indonesia,1861,
48203,Iran,1861,
48204,Iraq,1861,
48205,Ireland,1861,
48206,Isle of Man,1861,
48207,Israel,1861,
48208,Italy,1861,
48209,Jamaica,1861,
48210,Japan,1861,
48211,Jersey,1861,
48212,Jordan,1861,
48213,Kazakhstan,1861,
48214,Kenya,1861,
48215,Kiribati,1861,
48216,North Korea,1861,
48217,South Korea,1861,
48218,"United Korea (former)
",1861,
48219,Kosovo,1861,
48220,Kuwait,1861,
48221,Kyrgyz Republic,1861,
48222,Lao,1861,
48223,Latvia,1861,
48224,Lebanon,1861,
48225,Lesotho,1861,
48226,Liberia,1861,
48227,Libya,1861,
48228,Liechtenstein,1861,
48229,Lithuania,1861,
48230,Luxembourg,1861,
48231,"Macao, China",1861,
48232,"Macedonia, FYR",1861,
48233,Madagascar,1861,
48234,Malawi,1861,
48235,Malaysia,1861,
48236,Maldives,1861,
48237,Mali,1861,
48238,Malta,1861,
48239,Marshall Islands,1861,
48240,Martinique,1861,
48241,Mauritania,1861,
48242,Mauritius,1861,
48243,Mayotte,1861,
48244,Mexico,1861,
48245,"Micronesia, Fed. Sts.",1861,
48246,Moldova,1861,
48247,Monaco,1861,
48248,Mongolia,1861,
48249,Montenegro,1861,
48250,Montserrat,1861,
48251,Morocco,1861,
48252,Mozambique,1861,
48253,Myanmar,1861,
48254,Namibia,1861,
48255,Nauru,1861,
48256,Nepal,1861,
48257,Netherlands,1861,
48258,Netherlands Antilles,1861,
48259,New Caledonia,1861,
48260,New Zealand,1861,
48261,Ngorno-Karabakh,1861,
48262,Nicaragua,1861,
48263,Niger,1861,
48264,Nigeria,1861,
48265,Niue,1861,
48266,Norfolk Island,1861,
48267,Northern Cyprus,1861,
48268,Northern Mariana Islands,1861,
48269,Norway,1861,
48270,Oman,1861,
48271,Pakistan,1861,
48272,Palau,1861,
48273,Panama,1861,
48274,Papua New Guinea,1861,
48275,Paraguay,1861,
48276,Peru,1861,
48277,Philippines,1861,
48278,Pitcairn,1861,
48279,Poland,1861,
48280,Portugal,1861,
48281,Puerto Rico,1861,
48282,Qatar,1861,
48283,Reunion,1861,
48284,Romania,1861,
48285,Russia,1861,
48286,Rwanda,1861,
48287,St. Barthélemy,1861,
48288,St. Helena,1861,
48289,St. Kitts and Nevis,1861,
48290,St. Lucia,1861,
48291,St. Martin,1861,
48292,St. Vincent and the Grenadines,1861,
48293,St.-Pierre-et-Miquelon,1861,
48294,Samoa,1861,
48295,San Marino,1861,
48296,Sao Tome and Principe,1861,
48297,Saudi Arabia,1861,
48298,Senegal,1861,
48299,Serbia,1861,
48300,Serbia and Montenegro,1861,
48301,Serbia excluding Kosovo,1861,
48302,Seychelles,1861,
48303,Sierra Leone,1861,
48304,Singapore,1861,
48305,Slovak Republic,1861,
48306,Slovenia,1861,
48307,Solomon Islands,1861,
48308,Somalia,1861,
48309,Somaliland,1861,
48310,South Africa,1861,
48311,South Ossetia,1861,
48312,Spain,1861,
48313,Sri Lanka,1861,
48314,Sudan,1861,
48315,Suriname,1861,
48316,Svalbard,1861,
48317,Swaziland,1861,
48318,Sweden,1861,
48319,Switzerland,1861,
48320,Syria,1861,
48321,Taiwan,1861,
48322,Tajikistan,1861,
48323,Tanzania,1861,
48324,Thailand,1861,
48325,Timor-Leste,1861,
48326,Togo,1861,
48327,Tokelau,1861,
48328,Tonga,1861,
48329,Transnistria,1861,
48330,Trinidad and Tobago,1861,
48331,Tunisia,1861,
48332,Turkey,1861,
48333,Turkmenistan,1861,
48334,Turks and Caicos Islands,1861,
48335,Tuvalu,1861,
48336,Uganda,1861,
48337,Ukraine,1861,
48338,United Arab Emirates,1861,
48339,United Kingdom,1861,
48340,United States,1861,
48341,Uruguay,1861,
48342,USSR,1861,
48343,Uzbekistan,1861,
48344,Wallis et Futuna,1861,
48345,Vanuatu,1861,
48346,Venezuela,1861,
48347,West Bank and Gaza,1861,
48348,West Germany,1861,
48349,Western Sahara,1861,
48350,Vietnam,1861,
48351,Virgin Islands (U.S.),1861,
48352,North Yemen (former),1861,
48353,South Yemen (former),1861,
48354,Yemen,1861,
48355,Yugoslavia,1861,
48356,Zambia,1861,
48357,Zimbabwe,1861,
48358,Åland,1861,
48359,South Sudan,1861,
48360,Abkhazia,1862,
48361,Afghanistan,1862,27.58
48362,Akrotiri and Dhekelia,1862,
48363,Albania,1862,35.4
48364,Algeria,1862,28.82
48365,American Samoa,1862,
48366,Andorra,1862,
48367,Angola,1862,26.98
48368,Anguilla,1862,
48369,Antigua and Barbuda,1862,33.54
48370,Argentina,1862,33.2
48371,Armenia,1862,34.0
48372,Aruba,1862,34.42
48373,Australia,1862,34.05
48374,Austria,1862,34.4
48375,Azerbaijan,1862,29.17
48376,Bahamas,1862,35.18
48377,Bahrain,1862,30.3
48378,Bangladesh,1862,25.5
48379,Barbados,1862,32.12
48380,Belarus,1862,36.2
48381,Belgium,1862,43.12
48382,Belize,1862,26.5
48383,Benin,1862,31.0
48384,Bermuda,1862,
48385,Bhutan,1862,28.8
48386,Bolivia,1862,33.0
48387,Bosnia and Herzegovina,1862,35.1
48388,Botswana,1862,33.6
48389,Brazil,1862,31.99
48390,British Virgin Islands,1862,
48391,Brunei,1862,29.2
48392,Bulgaria,1862,38.53
48393,Burkina Faso,1862,29.2
48394,Burundi,1862,31.5
48395,Cambodia,1862,35.0
48396,Cameroon,1862,28.75
48397,Canada,1862,41.69
48398,Cape Verde,1862,33.8
48399,Cayman Islands,1862,
48400,Central African Republic,1862,30.0
48401,Chad,1862,30.9
48402,Channel Islands,1862,
48403,Chile,1862,32.0
48404,China,1862,30.28
48405,Christmas Island,1862,
48406,Cocos Island,1862,
48407,Colombia,1862,32.0
48408,Comoros,1862,32.1
48409,"Congo, Dem. Rep.",1862,31.6
48410,"Congo, Rep.",1862,32.7
48411,Cook Is,1862,
48412,Costa Rica,1862,30.21
48413,Cote d'Ivoire,1862,31.16
48414,Croatia,1862,36.1
48415,Cuba,1862,35.52
48416,Cyprus,1862,38.51
48417,Czech Republic,1862,34.95
48418,Czechoslovakia,1862,
48419,Denmark,1862,47.62
48420,Djibouti,1862,29.9
48421,Dominica,1862,
48422,Dominican Republic,1862,29.9
48423,East Germany,1862,
48424,Ecuador,1862,32.9
48425,Egypt,1862,33.0
48426,El Salvador,1862,28.7
48427,Equatorial Guinea,1862,29.8
48428,Eritrea,1862,30.2
48429,Eritrea and Ethiopia,1862,
48430,Estonia,1862,35.79
48431,Ethiopia,1862,29.7
48432,Faeroe Islands,1862,
48433,Falkland Is (Malvinas),1862,
48434,Fiji,1862,26.1
48435,Finland,1862,34.13
48436,France,1862,42.7
48437,French Guiana,1862,30.5
48438,French Polynesia,1862,25.6
48439,Gabon,1862,30.6
48440,Gambia,1862,28.8
48441,Georgia,1862,31.87
48442,Germany,1862,38.37
48443,Ghana,1862,28.0
48444,Gibraltar,1862,
48445,Greece,1862,36.6
48446,Greenland,1862,33.87
48447,Grenada,1862,37.3
48448,Guadeloupe,1862,27.66
48449,Guam,1862,27.5
48450,Guatemala,1862,25.81
48451,Guernsey,1862,
48452,Guinea,1862,30.14
48453,Guinea-Bissau,1862,32.0
48454,Guyana,1862,31.12
48455,Haiti,1862,29.0
48456,Holy See,1862,
48457,Honduras,1862,33.9
48458,"Hong Kong, China",1862,34.9
48459,Hungary,1862,36.0
48460,Iceland,1862,26.96
48461,India,1862,25.44
48462,Indonesia,1862,30.0
48463,Iran,1862,25.6
48464,Iraq,1862,31.2
48465,Ireland,1862,39.09
48466,Isle of Man,1862,
48467,Israel,1862,32.0
48468,Italy,1862,29.69
48469,Jamaica,1862,34.2
48470,Japan,1862,36.42
48471,Jersey,1862,
48472,Jordan,1862,31.7
48473,Kazakhstan,1862,26.2
48474,Kenya,1862,25.5
48475,Kiribati,1862,24.9
48476,North Korea,1862,26.0
48477,South Korea,1862,25.8
48478,"United Korea (former)
",1862,
48479,Kosovo,1862,
48480,Kuwait,1862,26.0
48481,Kyrgyz Republic,1862,23.94
48482,Lao,1862,31.9
48483,Latvia,1862,33.66
48484,Lebanon,1862,29.7
48485,Lesotho,1862,32.8
48486,Liberia,1862,31.1
48487,Libya,1862,33.1
48488,Liechtenstein,1862,
48489,Lithuania,1862,28.9
48490,Luxembourg,1862,36.9
48491,"Macao, China",1862,34.7
48492,"Macedonia, FYR",1862,36.1
48493,Madagascar,1862,30.5
48494,Malawi,1862,30.3
48495,Malaysia,1862,30.6
48496,Maldives,1862,32.65
48497,Mali,1862,26.41
48498,Malta,1862,28.7
48499,Marshall Islands,1862,
48500,Martinique,1862,30.15
48501,Mauritania,1862,32.0
48502,Mauritius,1862,22.66
48503,Mayotte,1862,32.5
48504,Mexico,1862,26.9
48505,"Micronesia, Fed. Sts.",1862,26.7
48506,Moldova,1862,33.15
48507,Monaco,1862,
48508,Mongolia,1862,31.8
48509,Montenegro,1862,35.4
48510,Montserrat,1862,
48511,Morocco,1862,33.1
48512,Mozambique,1862,30.28
48513,Myanmar,1862,30.8
48514,Namibia,1862,32.4
48515,Nauru,1862,
48516,Nepal,1862,32.8
48517,Netherlands,1862,38.28
48518,Netherlands Antilles,1862,34.41
48519,New Caledonia,1862,26.0
48520,New Zealand,1862,34.05
48521,Ngorno-Karabakh,1862,
48522,Nicaragua,1862,25.4
48523,Niger,1862,30.8
48524,Nigeria,1862,30.4
48525,Niue,1862,
48526,Norfolk Island,1862,
48527,Northern Cyprus,1862,
48528,Northern Mariana Islands,1862,
48529,Norway,1862,44.7
48530,Oman,1862,32.3
48531,Pakistan,1862,25.8
48532,Palau,1862,
48533,Panama,1862,32.9
48534,Papua New Guinea,1862,31.5
48535,Paraguay,1862,35.5
48536,Peru,1862,35.7
48537,Philippines,1862,30.9
48538,Pitcairn,1862,
48539,Poland,1862,35.9
48540,Portugal,1862,35.6
48541,Puerto Rico,1862,30.43
48542,Qatar,1862,30.8
48543,Reunion,1862,33.0
48544,Romania,1862,35.7
48545,Russia,1862,29.57
48546,Rwanda,1862,31.8
48547,St. Barthélemy,1862,
48548,St. Helena,1862,
48549,St. Kitts and Nevis,1862,
48550,St. Lucia,1862,28.01
48551,St. Martin,1862,
48552,St. Vincent and the Grenadines,1862,25.99
48553,St.-Pierre-et-Miquelon,1862,
48554,Samoa,1862,25.4
48555,San Marino,1862,
48556,Sao Tome and Principe,1862,31.0
48557,Saudi Arabia,1862,32.1
48558,Senegal,1862,25.2
48559,Serbia,1862,35.5
48560,Serbia and Montenegro,1862,
48561,Serbia excluding Kosovo,1862,
48562,Seychelles,1862,37.0
48563,Sierra Leone,1862,25.1
48564,Singapore,1862,34.0
48565,Slovak Republic,1862,36.4
48566,Slovenia,1862,36.6
48567,Solomon Islands,1862,25.1
48568,Somalia,1862,29.4
48569,Somaliland,1862,
48570,South Africa,1862,33.5
48571,South Ossetia,1862,
48572,Spain,1862,29.5
48573,Sri Lanka,1862,32.6
48574,Sudan,1862,31.4
48575,Suriname,1862,32.9
48576,Svalbard,1862,
48577,Swaziland,1862,32.3
48578,Sweden,1862,42.55
48579,Switzerland,1862,38.0
48580,Syria,1862,31.1
48581,Taiwan,1862,28.3
48582,Tajikistan,1862,24.24
48583,Tanzania,1862,32.2
48584,Thailand,1862,30.4
48585,Timor-Leste,1862,28.95
48586,Togo,1862,31.3
48587,Tokelau,1862,
48588,Tonga,1862,28.2
48589,Transnistria,1862,
48590,Trinidad and Tobago,1862,38.8
48591,Tunisia,1862,28.8
48592,Turkey,1862,35.0
48593,Turkmenistan,1862,24.0
48594,Turks and Caicos Islands,1862,
48595,Tuvalu,1862,
48596,Uganda,1862,25.3
48597,Ukraine,1862,36.6
48598,United Arab Emirates,1862,30.7
48599,United Kingdom,1862,42.52
48600,United States,1862,34.5
48601,Uruguay,1862,32.9
48602,USSR,1862,
48603,Uzbekistan,1862,26.93
48604,Wallis et Futuna,1862,
48605,Vanuatu,1862,24.3
48606,Venezuela,1862,32.2
48607,West Bank and Gaza,1862,32.1
48608,West Germany,1862,
48609,Western Sahara,1862,34.75
48610,Vietnam,1862,32.0
48611,Virgin Islands (U.S.),1862,33.4
48612,North Yemen (former),1862,
48613,South Yemen (former),1862,
48614,Yemen,1862,23.39
48615,Yugoslavia,1862,
48616,Zambia,1862,32.6
48617,Zimbabwe,1862,33.7
48618,Åland,1862,
48619,South Sudan,1862,26.67
48620,Abkhazia,1862,
48621,Afghanistan,1862,
48622,Akrotiri and Dhekelia,1862,
48623,Albania,1862,
48624,Algeria,1862,
48625,American Samoa,1862,
48626,Andorra,1862,
48627,Angola,1862,
48628,Anguilla,1862,
48629,Antigua and Barbuda,1862,
48630,Argentina,1862,
48631,Armenia,1862,
48632,Aruba,1862,
48633,Australia,1862,
48634,Austria,1862,
48635,Azerbaijan,1862,
48636,Bahamas,1862,
48637,Bahrain,1862,
48638,Bangladesh,1862,
48639,Barbados,1862,
48640,Belarus,1862,
48641,Belgium,1862,
48642,Belize,1862,
48643,Benin,1862,
48644,Bermuda,1862,
48645,Bhutan,1862,
48646,Bolivia,1862,
48647,Bosnia and Herzegovina,1862,
48648,Botswana,1862,
48649,Brazil,1862,
48650,British Virgin Islands,1862,
48651,Brunei,1862,
48652,Bulgaria,1862,
48653,Burkina Faso,1862,
48654,Burundi,1862,
48655,Cambodia,1862,
48656,Cameroon,1862,
48657,Canada,1862,
48658,Cape Verde,1862,
48659,Cayman Islands,1862,
48660,Central African Republic,1862,
48661,Chad,1862,
48662,Channel Islands,1862,
48663,Chile,1862,
48664,China,1862,
48665,Christmas Island,1862,
48666,Cocos Island,1862,
48667,Colombia,1862,
48668,Comoros,1862,
48669,"Congo, Dem. Rep.",1862,
48670,"Congo, Rep.",1862,
48671,Cook Is,1862,
48672,Costa Rica,1862,
48673,Cote d'Ivoire,1862,
48674,Croatia,1862,
48675,Cuba,1862,
48676,Cyprus,1862,
48677,Czech Republic,1862,
48678,Czechoslovakia,1862,
48679,Denmark,1862,
48680,Djibouti,1862,
48681,Dominica,1862,
48682,Dominican Republic,1862,
48683,East Germany,1862,
48684,Ecuador,1862,
48685,Egypt,1862,
48686,El Salvador,1862,
48687,Equatorial Guinea,1862,
48688,Eritrea,1862,
48689,Eritrea and Ethiopia,1862,
48690,Estonia,1862,
48691,Ethiopia,1862,
48692,Faeroe Islands,1862,
48693,Falkland Is (Malvinas),1862,
48694,Fiji,1862,
48695,Finland,1862,
48696,France,1862,
48697,French Guiana,1862,
48698,French Polynesia,1862,
48699,Gabon,1862,
48700,Gambia,1862,
48701,Georgia,1862,
48702,Germany,1862,
48703,Ghana,1862,
48704,Gibraltar,1862,
48705,Greece,1862,
48706,Greenland,1862,
48707,Grenada,1862,
48708,Guadeloupe,1862,
48709,Guam,1862,
48710,Guatemala,1862,
48711,Guernsey,1862,
48712,Guinea,1862,
48713,Guinea-Bissau,1862,
48714,Guyana,1862,
48715,Haiti,1862,
48716,Holy See,1862,
48717,Honduras,1862,
48718,"Hong Kong, China",1862,
48719,Hungary,1862,
48720,Iceland,1862,
48721,India,1862,
48722,Indonesia,1862,
48723,Iran,1862,
48724,Iraq,1862,
48725,Ireland,1862,
48726,Isle of Man,1862,
48727,Israel,1862,
48728,Italy,1862,
48729,Jamaica,1862,
48730,Japan,1862,
48731,Jersey,1862,
48732,Jordan,1862,
48733,Kazakhstan,1862,
48734,Kenya,1862,
48735,Kiribati,1862,
48736,North Korea,1862,
48737,South Korea,1862,
48738,"United Korea (former)
",1862,
48739,Kosovo,1862,
48740,Kuwait,1862,
48741,Kyrgyz Republic,1862,
48742,Lao,1862,
48743,Latvia,1862,
48744,Lebanon,1862,
48745,Lesotho,1862,
48746,Liberia,1862,
48747,Libya,1862,
48748,Liechtenstein,1862,
48749,Lithuania,1862,
48750,Luxembourg,1862,
48751,"Macao, China",1862,
48752,"Macedonia, FYR",1862,
48753,Madagascar,1862,
48754,Malawi,1862,
48755,Malaysia,1862,
48756,Maldives,1862,
48757,Mali,1862,
48758,Malta,1862,
48759,Marshall Islands,1862,
48760,Martinique,1862,
48761,Mauritania,1862,
48762,Mauritius,1862,
48763,Mayotte,1862,
48764,Mexico,1862,
48765,"Micronesia, Fed. Sts.",1862,
48766,Moldova,1862,
48767,Monaco,1862,
48768,Mongolia,1862,
48769,Montenegro,1862,
48770,Montserrat,1862,
48771,Morocco,1862,
48772,Mozambique,1862,
48773,Myanmar,1862,
48774,Namibia,1862,
